Índice,Nome,Preço,Área,Localização
6991,"T3 COM DUAS FRENTES, ÓPTIMAS SALAS E 3 LUGARES DE ESTACIONAMENTO",510 000 €,88 m²,"Apartamento para comprar: São Domingos de Rana, Cascais, Lisboa"
6992,"T3 NOVO, 3 VARANDAS E 3 LUGARES DE ESTACIONAMENTO",475 000 €,78 m²,"Apartamento para comprar: São Domingos de Rana, Cascais, Lisboa"
6993,"T2 de ESPAÇOS AMPLOS, MUITA ARRUMAÇÃO E ESTACIONAMENTOS COBERTOS",395 000 €,60 m²,"Apartamento para comprar: São Domingos de Rana, Cascais, Lisboa"
6994,T3 COM 3 VARANDAS E 3 LUGARES DE ESTACIONAMENTO,445 000 €,78 m²,"Apartamento para comprar: São Domingos de Rana, Cascais, Lisboa"
6995,Apartamento T2 Centro de Aveiro,290 000 €,"75,35 m²","Apartamento para comprar: Glória e Vera Cruz, Aveiro"
6996,Apartamento T3 Duplex Centro de Aveiro,690 000 €,"237,95 m²","Apartamento para comprar: Glória e Vera Cruz, Aveiro"
6997,Apartamento T3 em Construção em Paranhos,507 688 €,124 m²,"Apartamento para comprar: Paranhos, Porto"
6998,T2 em Matosinhos,445 000 €,88 m²,"Apartamento para comprar: Matosinhos e Leça da Palmeira, Matosinhos, Porto"
6999,Apartamento T3 em Construção em Paranhos,590 335 €,136 m²,"Apartamento para comprar: Paranhos, Porto"
7000,Apartamento T3 em Construção Com Vista Mar na Foz do Douro,975 000 €,128 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
7001,Apartamento T3 para venda,1 200 000 €,142 m²,"Apartamento para comprar: Carcavelos e Parede, Cascais, Lisboa"
7002,Apartamento T4 para Venda na Praia do Pedrógão,250 000 €,70 m²,"Apartamento para comprar: Coimbrão, Leiria"
7003,T0 Novo c/ Lugar de Garagem Centro Gaia (El Corte Inglês),160 000 €,58 m²,"Apartamento para comprar: Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto"
7004,"T1 em Benfica, totalmente remodelado e mobilado, com luga...",289 900 €,45 m²,"Apartamento para comprar: São Domingos de Benfica, Lisboa"
7005,T2 COM DUAS EXCELENTES VARANDAS,355 000 €,74 m²,"Apartamento para comprar: São Domingos de Rana, Cascais, Lisboa"
7006,"Apartamento T2, Paranhos, Porto! Varanda e Lugar de Garagem.",408 512 €,106 m²,"Apartamento para comprar: Paranhos, Porto"
7007,Apartamento T1 Centro de Aveiro,205 000 €,"53,95 m²","Apartamento para comprar: Glória e Vera Cruz, Aveiro"
7008,T3 Duplex| 2 Frentes| Urbanização Mãos a Obra,167 500 €,100 m²,"Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7009,T3 Dúplex c/ Garagem em Rio Tinto (Soutelo),230 000 €,132 m²,"Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7010,T2 c/ Terraço e Lugar de Garagem em S.Cosme (Gondomar),171 000 €,81 m²,"Apartamento para comprar: Gondomar (São Cosme), Valbom e Jovim, Gondomar, Porto"
7011,T2 moderno em construção 2 suítes varandas e excelente ex...,220 000 €,89 m²,"Apartamento para comprar: Fânzeres e São Pedro da Cova, Gondomar, Porto"
7012,Apartamento T3 em Construção Com Vista Mar na Foz do Douro,925 000 €,128 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
7013,Apartamento T3 em Construção Com Vista Mar na Foz do Douro,675 000 €,128 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
7014,Apartamento T3 em Construção Com Vista Mar na Foz do Douro,775 000 €,128 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
7015,"Apartamento T2 com varanda, no mais recente empreendiment...",360 000 €,90 m²,"Apartamento para comprar: Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto"
7016,"Apartamento T3 com varanda, no mais recente empreendiment...",540 000 €,"125,86 m²","Apartamento para comprar: Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto"
7017,"Apartamento T3 duplex com terraço, no mais recente empree...",620 000 €,"147,64 m²","Apartamento para comprar: Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto"
7018,"Apartamento T3 com varanda, no mais recente empreendiment...",570 000 €,"140,44 m²","Apartamento para comprar: Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto"
7019,"Apartamento T3 com varanda, no mais recente empreendiment...",480 000 €,"128,31 m²","Apartamento para comprar: Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto"
7020,"Apartamento T2 com varanda, no mais recente empreendiment...",400 000 €,90 m²,"Apartamento para comprar: Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto"
7021,"Apartamento T3 com varanda, no mais recente empreendiment...",525 000 €,"127,48 m²","Apartamento para comprar: Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto"
7022,"Apartamento T3 com varanda, no mais recente empreendiment...",505 000 €,"125,87 m²","Apartamento para comprar: Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto"
7023,Apartamento T2 Novo com Terraço e Vistas para o Jardim na Boavista,750 000 €,108 m²,"Apartamento para comprar: Lordelo do Ouro e Massarelos, Porto"
7024,Apartamento T3 Empreendimento RIVER VIEW,425 000 €,120 m²,"Apartamento para comprar: Santa Clara e Castelo Viegas, Coimbra"
7025,Apartamento T4 Empreendimento RIVER VIEW,530 000 €,184 m²,"Apartamento para comprar: Santa Clara e Castelo Viegas, Coimbra"
7026,Apartamento T3 Empreendimento RIVER VIEW,410 000 €,126 m²,"Apartamento para comprar: Santa Clara e Castelo Viegas, Coimbra"
7027,Apartamento T4 Empreendimento RIVER VIEW,510 000 €,175 m²,"Apartamento para comprar: Santa Clara e Castelo Viegas, Coimbra"
7028,Apartamento T3 Empreendimento RIVER VIEW,395 000 €,"132,13 m²","Apartamento para comprar: Santa Clara e Castelo Viegas, Coimbra"
7029,"Apartamento T3, com lugar de garagem, em Vila do Conde",375 000 €,"126,70 m²","Apartamento para comprar: Vila do Conde, Porto"
7030,T3 Novo nas Antas Jardim 1500m2 Parque Infantil e Equipamentos Outdoor,376 000 €,129 m²,"Apartamento para comprar: Campanhã, Porto"
7031,Apartamento T3 em Construção em Paranhos,662 356 €,152 m²,"Apartamento para comprar: Paranhos, Porto"
7032,Apartamento T3 em Construção em Paranhos,690 692 €,167 m²,"Apartamento para comprar: Paranhos, Porto"
7033,Apartamento T2 em Construção em Paranhos,368 369 €,95 m²,"Apartamento para comprar: Paranhos, Porto"
7034,Apartamentos Novos com espaço exterior e garagem,613 949 €,120 m²,"Apartamento para comprar: Paranhos, Porto"
7035,Apartamentos Novos com espaço exterior e garagem,507 688 €,109 m²,"Apartamento para comprar: Paranhos, Porto"
7036,Apartamentos Novos com espaço exterior e garagem,520 450 €,117 m²,"Apartamento para comprar: Paranhos, Porto"
7037,Apartamentos Novos com espaço exterior e garagem,556 096 €,109 m²,"Apartamento para comprar: Paranhos, Porto"
7038,Apartamentos Novos com espaço exterior e garagem,595 058 €,121 m²,"Apartamento para comprar: Paranhos, Porto"
7039,Apartamentos Novos com espaço exterior e garagem,618 671 €,121 m²,"Apartamento para comprar: Paranhos, Porto"
7040,Apartamentos Novos com espaço exterior e garagem,368 369 €,80 m²,"Apartamento para comprar: Paranhos, Porto"
7041,Apartamentos Novos com espaço exterior e garagem,522 447 €,109 m²,"Apartamento para comprar: Paranhos, Porto"
7042,Apartamentos Novos com espaço exterior e garagem,690 692 €,144 m²,"Apartamento para comprar: Paranhos, Porto"
7043,Apartamentos Novos com espaço exterior e garagem,570 264 €,117 m²,"Apartamento para comprar: Paranhos, Porto"
7044,Apartamentos Novos com espaço exterior e garagem,662 356 €,130 m²,"Apartamento para comprar: Paranhos, Porto"
7045,Apartamentos Novos com espaço exterior e garagem,632 839 €,130 m²,"Apartamento para comprar: Paranhos, Porto"
7046,Apartamentos Novos com espaço exterior e garagem,521 856 €,109 m²,"Apartamento para comprar: Paranhos, Porto"
7047,Apartamentos Novos com espaço exterior e garagem,408 512 €,90 m²,"Apartamento para comprar: Paranhos, Porto"
7048,Apartamentos Novos com espaço exterior e garagem,689 512 €,144 m²,"Apartamento para comprar: Paranhos, Porto"
7049,"T2 novo em Rana, S. Domingos de Rana - Cascais",495 000 €,60 m²,"Apartamento para comprar: São Domingos de Rana, Cascais, Lisboa"
7050,"T3 novo em Rana, S. Domingos de Rana - Cascais",595 000 €,80 m²,"Apartamento para comprar: São Domingos de Rana, Cascais, Lisboa"
7051,T2 Terraço Privativo e Frente para o Jardim a 5 min da Casa da Música,750 000 €,108 m²,"Apartamento para comprar: Lordelo do Ouro e Massarelos, Porto"
7052,Apartamento T3 - Condomínio privado - Varandas - Box - V.N. de Gaia,298 000 €,"162,05 m²","Apartamento para comprar: Canelas, Vila Nova de Gaia, Porto"
7053,Apartamento T2+1 com varanda no centro de Vila Nova de Gaia,310 900 €,96 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
7054,Apartamento T2 com varanda no centro de Vila Nova de Gaia,307 900 €,96 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
7055,Apartamento T2+1 com varanda no centro de Vila Nova de Gaia,308 900 €,96 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
7056,Apartamento T2 com área exterior em nova construção em Go...,191 900 €,"87,80 m²","Apartamento para comprar: Baguim do Monte, Gondomar, Porto"
7057,Apartamento T2 com área exterior em nova construção em Go...,190 900 €,"87,80 m²","Apartamento para comprar: Baguim do Monte, Gondomar, Porto"
7058,Apartamento T2 com área exterior em nova construção em Go...,189 900 €,"87,80 m²","Apartamento para comprar: Baguim do Monte, Gondomar, Porto"
7059,Apartamento T2 com área exterior em nova construção em Go...,184 900 €,"86,95 m²","Apartamento para comprar: Baguim do Monte, Gondomar, Porto"
7060,Apartamento T2 com área exterior em nova construção em Go...,185 900 €,"86,95 m²","Apartamento para comprar: Baguim do Monte, Gondomar, Porto"
7061,Apartamento T2 com área exterior em nova construção em Go...,192 900 €,"88,30 m²","Apartamento para comprar: Baguim do Monte, Gondomar, Porto"
7062,Apartamento T2 com área exterior em nova construção em Go...,183 900 €,"86,95 m²","Apartamento para comprar: Baguim do Monte, Gondomar, Porto"
7063,Apartamento T2 com área exterior em nova construção em Go...,191 900 €,"88,30 m²","Apartamento para comprar: Baguim do Monte, Gondomar, Porto"
7064,Apartamento T2 com área exterior em nova construção em Go...,184 900 €,"86,95 m²","Apartamento para comprar: Baguim do Monte, Gondomar, Porto"
7065,Apartamento T2 com área exterior em nova construção em Go...,192 900 €,"88,30 m²","Apartamento para comprar: Baguim do Monte, Gondomar, Porto"
7066,Apartamento T2 com área exterior em nova construção em Go...,185 900 €,"86,95 m²","Apartamento para comprar: Baguim do Monte, Gondomar, Porto"
7067,Apartamento T2 com área exterior em nova construção em Go...,219 900 €,85 m²,"Apartamento para comprar: Baguim do Monte, Gondomar, Porto"
7068,Apartamento T2 com área exterior em nova construção em Go...,183 900 €,"86,95 m²","Apartamento para comprar: Baguim do Monte, Gondomar, Porto"
7069,Apartamento T2 com área exterior em nova construção em Go...,191 900 €,"88,30 m²","Apartamento para comprar: Baguim do Monte, Gondomar, Porto"
7070,Apartamento T2 com área exterior em nova construção em Go...,186 900 €,"88,10 m²","Apartamento para comprar: Baguim do Monte, Gondomar, Porto"
7071,Apartamento T2 com área exterior em nova construção em Go...,187 900 €,"88,10 m²","Apartamento para comprar: Baguim do Monte, Gondomar, Porto"
7072,Apartamento T3 com área exterior em nova construção em Go...,290 900 €,"143,80 m²","Apartamento para comprar: Baguim do Monte, Gondomar, Porto"
7073,Apartamento T3 com área exterior em nova construção em Go...,280 900 €,"114,70 m²","Apartamento para comprar: Baguim do Monte, Gondomar, Porto"
7074,Apartamento T2+1 em nova construção em Gondomar,189 900 €,"96,20 m²","Apartamento para comprar: Baguim do Monte, Gondomar, Porto"
7075,Apartamento T1 Novo com Small Office-Home Office -Lx Living,620 000 €,74 m²,"Apartamento para comprar: Campolide, Lisboa"
7076,Apartamento T2 Novo - Lx Living,770 000 €,"91,49 m²","Apartamento para comprar: Campolide, Lisboa"
7077,T0 Novo c/ 2 Lugares de Garagem em Águas Santas,169 500 €,46 m²,"Apartamento para comprar: Águas Santas, Maia, Porto"
7078,Apartamento T1 para venda no centro histórico do Porto,285 000 €,55 m²,"Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
7079,Apartamento T2 em Construção em Paranhos,408 512 €,106 m²,"Apartamento para comprar: Paranhos, Porto"
7080,Apartamento T3 em Construção em Paranhos,689 512 €,167 m²,"Apartamento para comprar: Paranhos, Porto"
7081,Apartamento T3 em Construção em Paranhos,595 058 €,137 m²,"Apartamento para comprar: Paranhos, Porto"
7082,Apartamento T3 em Construção em Paranhos,632 839 €,152 m²,"Apartamento para comprar: Paranhos, Porto"
7083,Apartamento T2 em Construção em Paranhos,521 856 €,128 m²,"Apartamento para comprar: Paranhos, Porto"
7084,"T3 duplex, 2 Wc, Cozinha totalmente equipada, varanda com...",260 000 €,139 m²,"Apartamento para comprar: Castanheira do Ribatejo e Cachoeiras, Vila Franca de Xira, Lisboa"
7085,"Apartamento T3 em Pegada - Tavira, com Lugar de garagem",368 000 €,139 m²,"Apartamento para comprar: Tavira (Santa Maria e Santiago), Tavira, Faro"
7086,T4 Avenidas Novas,695 000 €,140 m²,"Apartamento para comprar: Avenidas Novas, Lisboa"
7087,"T1 remodelado com varanda, cozinha equipada no Carregado",117 500 €,"42,50 m²","Apartamento para comprar: Castanheira do Ribatejo e Cachoeiras, Vila Franca de Xira, Lisboa"
7088,"APARTAMENTOS T3 EM PRÉDIO A ESTREAR COM ELEVADOR, ARRECAD...",380 000 €,"106,62 m²","Apartamento para comprar: Amora, Seixal, Setúbal"
7089,Duplex T3 para venda,1 600 000 €,150 m²,"Apartamento para comprar: Cascais e Estoril, Cascais, Lisboa"
7090,Apartamento T3 NOVO no Centro da Póvoa de Lanhoso!,230 000 €,123 m²,"Apartamento para comprar: Nossa Senhora do Amparo, Póvoa de Lanhoso, Braga"
7091,Apartamento T3 NOVO no Centro da Póvoa de Lanhoso!,230 000 €,123 m²,"Apartamento para comprar: Nossa Senhora do Amparo, Póvoa de Lanhoso, Braga"
7092,Apartamento T2 no Lx Living,795 000 €,92 m²,"Apartamento para comprar: Campolide, Lisboa"
7093,Apartamento T1 Novo com Small Office-Home Office -Lx Living,510 000 €,"67,10 m²","Apartamento para comprar: Campolide, Lisboa"
7094,Apartamento T1 Novo com Small Office-Home Office- Lx Living,495 000 €,"63,19 m²","Apartamento para comprar: Campolide, Lisboa"
7095,Apartamento T3 para venda junto ao City Golf nos Caulinos - Matosinhos,340 000 €,153 m²,"Apartamento para comprar: São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto"
7096,Apartamento T4 Venda Oeiras,1 960 000 €,189 m²,"Apartamento para comprar: Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa"
7097,Apartamento T0 Novo - Lx Living,375 000 €,"45,10 m²","Apartamento para comprar: Campolide, Lisboa"
7098,Apartamento T2 Novo - Lx Living,750 000 €,"91,70 m²","Apartamento para comprar: Campolide, Lisboa"
7099,Apartamento T2 Novo - Lx Living,850 000 €,"89,52 m²","Apartamento para comprar: Campolide, Lisboa"
7100,T3 Jardim Privativo de 67m2 na Boavista New Three Bedroom Apartment,1 100 000 €,203 m²,"Apartamento para comprar: Lordelo do Ouro e Massarelos, Porto"
7101,Apartamento T2 Venda Lisboa,650 000 €,133 m²,"Apartamento para comprar: Santa Maria Maior, Lisboa"
7102,"Jardim privativo virado a Sul e para o Jardim Botânico, e...",870 000 €,78 m²,"Apartamento para comprar: Santo António, Lisboa"
7103,"Apartamento T3 com 140m2, e varanda e com varanda fechada...",925 000 €,"139,71 m²","Apartamento para comprar: Avenidas Novas, Lisboa"
7104,T3 excepcional c terraço junto à Gulbenkian,1 580 000 €,155 m²,"Apartamento para comprar: Avenidas Novas, Lisboa"
7105,"Apartamento T3 com terraço, remodelado e mobilado na Quin...",850 000 €,141 m²,"Apartamento para comprar: Lumiar, Lisboa"
7106,Apartamento T2 Venda Lisboa,900 000 €,97 m²,"Apartamento para comprar: Parque das Nações, Lisboa"
7107,Apartamento T2 Venda Lisboa,375 000 €,86 m²,"Apartamento para comprar: Benfica, Lisboa"
7108,Apartamento T2 Venda Lisboa,750 000 €,153 m²,"Apartamento para comprar: Parque das Nações, Lisboa"
7109,Apartamento T1 totalmente equipado e mobilado no coração ...,530 000 €,53 m²,"Apartamento para comprar: Misericórdia, Lisboa"
7110,"Excelente apartamento T3, com uma área bruta privativa de...",1 400 000 €,"177,10 m²","Apartamento para comprar: Lumiar, Lisboa"
7111,"T4 no Parque das Nacoes - Qualidade de vida, Co",1 100 000 €,"190,60 m²","Apartamento para comprar: Parque das Nações, Lisboa"
7112,Apartamento T3 Remodelado - Cascais.,369 000 €,87 m²,"Apartamento para comprar: Alcabideche, Cascais, Lisboa"
7113,Venda Apartamento T2 Valongo,200 000 €,102 m²,"Apartamento para comprar: Valongo, Porto"
7114,Apartamento T3 novo com parqueamento e arrecadação na Cru...,300 000 €,"99,64 m²","Apartamento para comprar: Amora, Seixal, Setúbal"
7115,T2 c/ Terraço e Garagem Box em Custóias (Matosinhos),250 000 €,76 m²,"Apartamento para comprar: Custóias, Leça do Balio e Guifões, Matosinhos, Porto"
7116,"T2+1 Novo, em condomínio fechado, c/ Piscina, jardim e ch...",335 000 €,109 m²,"Apartamento para comprar: Ermesinde, Valongo, Porto"
7117,Apartamento T3 novo com parqueamento e arrecadação na Cru...,315 000 €,"99,64 m²","Apartamento para comprar: Amora, Seixal, Setúbal"
7118,T1 com Varanda ao Palácio de Cristal New One Bedroom Apartment Porto,330 000 €,"66,40 m²","Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
7119,Apartamento T3 com Vista para o Mar em Sitio de Nazaré,368 000 €,"98,30 m²","Apartamento para comprar: Nazaré, Leiria"
7120,T2 Duplex com 2 Varandas ao Palácio de Cristal New Two Bedroom Porto,430 000 €,93 m²,"Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
7121,Charmoso apartamento T2 Mobilado em Condominio na Quinta ...,2 330 000 €,"133,90 m²","Apartamento para comprar: Cascais e Estoril, Cascais, Lisboa"
7122,Exclusivo T2 na Urbanização Souto do Rio com excelente ex...,120 000 €,77 m²,"Apartamento para comprar: Macinhata do Vouga, Águeda, Aveiro"
7123,"Novo, Luxo, Alto nivel - T1 c/varanda",508 250 €,67 m²,"Apartamento para comprar: Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto"
7124,Apartamento T2 em Condominio c/ Piscina - Conceição Tavira,260 000 €,80 m²,"Apartamento para comprar: Conceição e Cabanas de Tavira, Tavira, Faro"
7125,T2 Vila Franca de Xira,282 500 €,99 m²,"Apartamento para comprar: Vila Franca de Xira, Lisboa"
7126,"Apartamento T1 Venda em Espinho,Espinho",257 500 €,59 m²,"Apartamento para comprar: Espinho, Aveiro"
7127,"Apartamento T1 Venda em Espinho,Espinho",257 500 €,"63,87 m²","Apartamento para comprar: Espinho, Aveiro"
7128,Penthouse Duplex com 4 suites | Terraço com 72m2,780 000 €,300 m²,"Apartamento para comprar: Alcochete, Setúbal"
7129,Apartamento T2 - Jardins da Parede - Carcavelos,550 000 €,96 m²,"Apartamento para comprar: Carcavelos e Parede, Cascais, Lisboa"
7130,Apartamento T4 - São João Residence - São João do Estoril,970 000 €,138 m²,"Apartamento para comprar: Cascais e Estoril, Cascais, Lisboa"
7131,T3 Pragal,309 500 €,95 m²,"Apartamento para comprar: Almada, Cova da Piedade, Pragal e Cacilhas, Almada, Setúbal"
7132,Apartamento T3 para venda,675 000 €,"129,60 m²","Apartamento para comprar: Carnide, Lisboa"
7133,"Apartamento T1, Totalmente Remodelado, Vista Jardim Const...",415 500 €,60 m²,"Apartamento para comprar: Arroios, Lisboa"
7134,Duplex T3+1 com Box - Terraço e Varanda Grande,390 000 €,190 m²,"Apartamento para comprar: Montijo e Afonsoeiro, Montijo, Setúbal"
7135,T2+1 Novo,380 000 €,177 m²,"Apartamento para comprar: Montijo e Afonsoeiro, Montijo, Setúbal"
7136,T2+1 Setúbal,248 000 €,78 m²,"Apartamento para comprar: São Sebastião, Setúbal"
7137,"Apartamento T3 com excelente localização, Feijó",195 000 €,"96,70 m²","Apartamento para comprar: Laranjeiro e Feijó, Almada, Setúbal"
7138,Apartamento T2 no Edifício Elite Bay em Câmara de Lobos,820 000 €,114 m²,"Apartamento para comprar: Câmara de Lobos, Ilha da Madeira"
7139,"Apartamento T0 junto ao polo da Asprela, no Porto.",119 900 €,41 m²,"Apartamento para comprar: Paranhos, Porto"
7140,Apartamento T2 no Edifício Elite Bay em Câmara de Lobos,700 000 €,128 m²,"Apartamento para comprar: Câmara de Lobos, Ilha da Madeira"
7141,Apartamento T3 no Edifício Elite Bay em Câmara de Lobos,750 000 €,150 m²,"Apartamento para comprar: Câmara de Lobos, Ilha da Madeira"
7142,"Apartamento T1, com Terraço, Igreja de Cedofeita, Boavista, Porto",235 000 €,61 m²,"Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
7143,"Apartamento T0, de Luxo, Mobilado e Equipado, Casa da Musica, Porto",225 000 €,30 m²,"Apartamento para comprar: Lordelo do Ouro e Massarelos, Porto"
7144,Apartamento T2 no Edifício Elite Bay em Câmara de Lobos,500 000 €,114 m²,"Apartamento para comprar: Câmara de Lobos, Ilha da Madeira"
7145,Apartamento T2 no Edifício Elite Bay em Câmara de Lobos,650 000 €,165 m²,"Apartamento para comprar: Câmara de Lobos, Ilha da Madeira"
7146,Apartamento T2 no Edifício Elite Bay em Câmara de Lobos,550 000 €,120 m²,"Apartamento para comprar: Câmara de Lobos, Ilha da Madeira"
7147,Apartamento T2 no Edifício Elite Bay em Câmara de Lobos,600 000 €,165 m²,"Apartamento para comprar: Câmara de Lobos, Ilha da Madeira"
7148,T0 Novo c/ Lugar de Garagem em Santa Marinha (VL8),169 000 €,31 m²,"Apartamento para comprar: Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto"
7149,Apartamento T3 com garagem fechada em S. Vicente - Braga,245 000 €,110 m²,"Apartamento para comprar: São Vicente, Braga"
7150,"Apartamento T3 c/ Terraço em Oliveira do Douro, Vila Nova de Gaia",320 000 €,133 m²,"Apartamento para comprar: Oliveira do Douro, Vila Nova de Gaia, Porto"
7151,Apartamento T2 no Edifício Elite Bay em Câmara de Lobos,550 000 €,157 m²,"Apartamento para comprar: Câmara de Lobos, Ilha da Madeira"
7152,T2 Edifício Madalena One - Próximo às Praias,290 000 €,94 m²,"Apartamento para comprar: Madalena, Vila Nova de Gaia, Porto"
7153,Apartamento T3 para venda,595 000 €,"94,80 m²","Apartamento para comprar: Carcavelos e Parede, Cascais, Lisboa"
7154,Apartamento T2 no Edifício Elite Bay em Câmara de Lobos,480 000 €,120 m²,"Apartamento para comprar: Câmara de Lobos, Ilha da Madeira"
7155,Apartamento T4 junto ao mar,1 184 500 €,"147,24 m²","Apartamento para comprar: Santiago (Sesimbra), Sesimbra, Setúbal"
7156,T3 c/ Lugar de Garagem na Maia (Rotunda do Lavrador),213 000 €,110 m²,"Apartamento para comprar: Cidade da Maia, Maia, Porto"
7157,Apartamento T2 junto ao mar,545 900 €,"66,74 m²","Apartamento para comprar: Santiago (Sesimbra), Sesimbra, Setúbal"
7158,Apartamento T3 junto ao mar,978 500 €,"106,31 m²","Apartamento para comprar: Santiago (Sesimbra), Sesimbra, Setúbal"
7159,"Apartamento novo T3 com varanda, parqueamento e arrecadaç...",330 000 €,124 m²,"Apartamento para comprar: Fernão Ferro, Seixal, Setúbal"
7160,Apartamento T3 para venda,1 130 000 €,142 m²,"Apartamento para comprar: Carcavelos e Parede, Cascais, Lisboa"
7161,Apartamento T4 para venda,1 490 000 €,192 m²,"Apartamento para comprar: Carcavelos e Parede, Cascais, Lisboa"
7162,Apartamento T2 para venda,795 000 €,103 m²,"Apartamento para comprar: Carcavelos e Parede, Cascais, Lisboa"
7163,Apartamento T2 para venda,800 000 €,100 m²,"Apartamento para comprar: Carcavelos e Parede, Cascais, Lisboa"
7164,Apartamento T3 para venda,1 200 000 €,151 m²,"Apartamento para comprar: Carcavelos e Parede, Cascais, Lisboa"
7165,Apartamento T3 para venda,1 170 000 €,142 m²,"Apartamento para comprar: Carcavelos e Parede, Cascais, Lisboa"
7166,Apartamento T4 para venda,1 420 000 €,192 m²,"Apartamento para comprar: Carcavelos e Parede, Cascais, Lisboa"
7167,Apartamento T2 para venda,785 000 €,103 m²,"Apartamento para comprar: Carcavelos e Parede, Cascais, Lisboa"
7168,Apartamento T2 para venda,790 000 €,103 m²,"Apartamento para comprar: Carcavelos e Parede, Cascais, Lisboa"
7169,Apartamento T2 para venda,810 000 €,112 m²,"Apartamento para comprar: Carcavelos e Parede, Cascais, Lisboa"
7170,Apartamento T2 para venda,850 000 €,123 m²,"Apartamento para comprar: Carcavelos e Parede, Cascais, Lisboa"
7171,Apartamento T1 para venda,500 000 €,79 m²,"Apartamento para comprar: Carcavelos e Parede, Cascais, Lisboa"
7172,Apartamento T2 para venda,815 000 €,107 m²,"Apartamento para comprar: Carcavelos e Parede, Cascais, Lisboa"
7173,Apartamento T3 - Quinta da Marinha.,1 800 000 €,188 m²,"Apartamento para comprar: Cascais e Estoril, Cascais, Lisboa"
7174,Apartamento T3 a venda na Malata Portimão,300 000 €,143 m²,"Apartamento para comprar: Portimão, Faro"
7175,Apartamento T5 Duplex,895 000 €,292 m²,"Apartamento para comprar: Ramalde, Porto"
7176,Apartamento T1 junto ao mar,669 500 €,"65,07 m²","Apartamento para comprar: Santiago (Sesimbra), Sesimbra, Setúbal"
7177,Apartamento T2 para venda,260 000 €,118 m²,"Apartamento para comprar: Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães, Torres Vedras, Lisboa"
7178,Apartamento T2 para venda,260 000 €,121 m²,"Apartamento para comprar: Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães, Torres Vedras, Lisboa"
7179,Apartamento T2 para venda,255 000 €,118 m²,"Apartamento para comprar: Batalha, Leiria"
7180,Apartamento T2 para venda,275 000 €,144 m²,"Apartamento para comprar: Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães, Torres Vedras, Lisboa"
7181,Apartamento T1+1 Com varanda em Vila Nova de Gaia,195 000 €,65 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
7182,"Apartamento T3 c/Varanda e Box a 400m da Praia - Miramar, VNG",400 000 €,148 m²,"Apartamento para comprar: Gulpilhares e Valadares, Vila Nova de Gaia, Porto"
7183,T1 Quinta de Cravel em Vila Nova de Gaia,285 000 €,81 m²,"Apartamento para comprar: Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto"
7184,Apartamento T1 Novo com Varanda na Boavista,320 000 €,59 m²,"Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
7185,T3 c/ Lugar de Garagem em Rio Tinto,237 000 €,104 m²,"Apartamento para comprar: Rio Tinto, Gondomar, Porto"
7186,Apartamento T3 Novo com Dois Lugares de Garagem nas Antas,400 000 €,122 m²,"Apartamento para comprar: Campanhã, Porto"
7187,Apartamento T4 em Loures,395 000 €,"111,06 m²","Apartamento para comprar: Camarate, Unhos e Apelação, Loures, Lisboa"
